Customer ID,Customer Name,Last_Order_Date,Frequency,Monetary,Recency,R,F,M,RFM_Score,Segment
HR-14770,Hallie Redmond,2018-12-17,4,940.59,13,4,1,1,411,Others
HR-14830,Harold Ryan,2016-12-24,7,5248.79,736,2,3,4,234,Others
HW-14935,Helen Wasserman,2017-10-31,7,4827.93,425,3,3,4,334,Others
HZ-14950,Henia Zydlo,2018-05-29,5,886.52,215,4,2,1,421,Others
IG-15085,Ivan Gibson,2018-10-20,4,744.57,71,4,1,1,411,Others
IL-15100,Ivan Liston,2017-07-23,7,5040.74,525,3,3,4,334,Others
IM-15055,Ionia McGrath,2015-01-23,2,48.4,1437,1,1,1,111,Others
IM-15070,Irene Maddox,2017-06-23,7,4930.47,555,2,3,4,234,Others
JA-15970,Joseph Airdo,2018-09-29,8,6491.03,92,4,4,4,444,Champions
JB-15400,Jennifer Braxton,2018-12-23,10,1791.61,7,4,4,2,442,Loyal
JB-15925,Joni Blumstein,2016-12-24,3,900.55,736,2,1,1,211,At Risk
JB-16000,Joy Bell-,2018-11-17,7,644.12,43,4,3,1,431,Others
JB-16045,Julia Barnett,2017-05-25,5,2518.12,584,2,2,3,223,Others
JC-15340,Jasper Cacioppo,2015-01-28,4,71.26,1432,1,1,1,111,Others
JC-15385,Jenna Caffey,2018-07-08,1,1058.11,175,4,1,1,411,Others
JC-15775,John Castell,2018-06-30,9,2772.06,183,4,4,3,443,Champions
JC-16105,Julie Creighton,2015-12-24,5,858.58,1102,1,2,1,121,Others
JD-15790,John Dryer,2017-02-16,5,2152.35,682,2,2,2,222,At Risk
JD-15895,Jonathan Doherty,2017-10-31,11,7610.86,425,3,4,4,344,Champions
JD-16015,Joy Daniels,2018-05-15,6,385.43,229,4,2,1,421,Others
JD-16060,Julia Dunbar,2015-09-24,3,695.44,1193,1,1,1,111,Others
JD-16150,Justin Deggeller,2016-11-27,8,8828.03,763,2,4,4,244,Others
JE-15475,Jeremy Ellison,2016-11-27,6,1388.68,763,2,2,2,222,At Risk
JE-15610,Jim Epp,2018-03-31,7,7754.98,274,3,3,4,334,Others
JE-15715,Joe Elijah,2017-12-25,10,8697.84,370,3,4,4,344,Champions
JE-15745,Joel Eaton,2015-11-26,13,6760.82,1130,1,4,4,144,Others
JE-16165,Justin Ellison,2018-10-20,3,2697.25,71,4,1,3,413,Others
JF-15190,Jamie Frazer,2018-10-26,6,2239.61,65,4,2,3,423,Others
JF-15295,Jason Fortune-,2017-10-30,5,955.12,426,3,2,1,321,Potential
JF-15355,Jay Fein,2018-07-30,6,1911.84,153,4,2,2,422,Others
JF-15415,Jennifer Ferguson,2018-12-28,5,2309.43,2,4,2,3,423,Others
JF-15490,Jeremy Farry,2018-08-31,10,890.95,121,4,4,1,441,Loyal
JF-15565,Jill Fjeld,2016-06-25,8,4198.33,918,2,4,4,244,Others
JG-15115,Jack Garza,2015-09-21,3,2358.68,1196,1,1,3,113,Others
JG-15160,James Galang,2015-05-30,11,6366.39,1310,1,4,4,144,Others
JG-15310,Jason Gross,2017-05-30,6,2240.58,579,2,2,3,223,Others
JG-15805,John Grady,2017-06-26,6,1507.02,552,2,2,2,222,At Risk
JH-15430,Jennifer Halladay,2018-12-25,4,309.28,5,4,1,1,411,Others
JH-15820,John Huston,2016-03-28,6,528.91,1007,1,2,1,121,Others
JH-15910,Jonathan Howell,2017-10-28,7,959.48,428,3,3,1,331,Others
JH-15985,Joseph Holt,2016-01-28,6,7955.0,1067,1,2,4,124,Others
JH-16180,Justin Hirsh,2016-05-25,4,2256.39,949,2,1,3,213,Others
JJ-15445,Jennifer Jackson,2016-09-28,5,709.18,823,2,2,1,221,At Risk
JJ-15760,Joel Jenkins,2016-12-08,2,195.0,752,2,1,1,211,At Risk
JK-15205,Jamie Kunitz,2018-10-30,4,4262.29,61,4,1,4,414,Loyal
JK-15325,Jason Klamczynski,2017-01-31,3,383.81,698,2,1,1,211,At Risk
JK-15370,Jay Kimmel,2017-11-25,7,2136.46,400,3,3,2,332,Others
JK-15625,Jim Karlsson,2015-05-31,7,3760.03,1309,1,3,4,134,Others
JK-15640,Jim Kriz,2016-04-29,9,4760.43,975,1,4,4,144,Others
JK-15730,Joe Kamberova,2017-09-29,9,4769.9,457,3,4,4,344,Champions
JK-16090,Juliana Krohn,2016-04-21,3,3747.67,983,1,1,4,114,Others
JK-16120,Julie Kriz,2017-11-21,10,2932.48,404,3,4,3,343,Others
JL-15130,Jack Lebron,2018-04-28,6,1214.96,246,3,2,2,322,Potential
JL-15175,James Lanier,2015-12-31,5,1571.52,1095,1,2,2,122,Others
JL-15235,Janet Lee,2016-11-30,5,2203.7,760,2,2,2,222,At Risk
JL-15505,Jeremy Lonsdale,2015-11-30,6,3173.87,1126,1,2,3,123,Others
JL-15835,John Lee,2018-07-30,10,9576.34,153,4,4,4,444,Champions
JL-15850,John Lucas,2016-05-29,6,2725.26,945,2,2,3,223,Others
JM-15250,Janet Martin,2017-03-29,6,3159.12,641,2,2,3,223,Others
JM-15265,Janet Molinari,2016-05-31,5,1804.15,943,2,2,2,222,At Risk
JM-15535,Jessica Myrick,2017-12-24,7,1733.44,371,3,3,2,332,Others
JM-15580,Jill Matthias,2018-12-30,5,303.95,0,4,2,1,421,Others
JM-15655,Jim Mitchum,2017-10-29,5,864.95,427,3,2,1,321,Potential
JM-15865,John Murray,2016-11-30,7,7625.08,760,2,3,4,234,Others
JM-16195,Justin MacKendrick,2017-05-30,10,2833.93,579,2,4,3,243,Others
JO-15145,Jack O'Briant,2017-07-29,9,3254.95,519,3,4,3,343,Others
JO-15280,Jas O'Carroll,2016-12-31,6,1934.27,729,2,2,2,222,At Risk
JO-15550,Jesus Ocampo,2018-05-29,5,1090.84,215,4,2,2,422,Others
JP-15460,Jennifer Patt,2017-10-24,7,1669.14,432,3,3,2,332,Others
JP-15520,Jeremy Pistek,2016-01-30,7,3635.59,1065,1,3,3,133,Others
JP-16135,Julie Prescott,2017-12-30,9,1707.71,365,3,4,2,342,Loyal
JR-15670,Jim Radford,2016-12-24,2,1156.66,736,2,1,2,212,At Risk
JR-15700,Jocasta Rupert,2018-10-23,1,863.88,68,4,1,1,411,Others
JR-16210,Justin Ritter,2018-11-27,5,2201.69,33,4,2,2,422,Others
JS-15595,Jill Stevenson,2017-10-25,4,1417.65,431,3,1,2,312,Potential
JS-15685,Jim Sink,2018-11-18,3,990.2,42,4,1,1,411,Others
JS-15880,John Stevenson,2016-12-21,5,3868.02,739,2,2,4,224,Others
JS-15940,Joni Sundaresam,2017-09-23,5,469.17,463,3,2,1,321,Potential
JS-16030,Joy Smith,2015-02-27,6,2516.49,1402,1,2,3,123,Others
JW-15220,Jane Waco,2018-10-30,6,7721.71,61,4,3,4,434,Champions
JW-15955,Joni Wasserman,2017-12-27,6,1049.24,368,3,3,1,331,Others
JW-16075,Julia West,2017-09-25,4,1428.73,461,3,1,2,312,Potential
KA-16525,Kelly Andreada,2018-05-30,7,1519.51,214,4,3,2,432,Others
KB-16240,Karen Bern,2015-03-31,7,3152.62,1370,1,3,3,133,Others
KB-16315,Karl Braun,2016-01-31,9,1569.46,1064,1,4,2,142,Others
KB-16405,Katrina Bavinger,2016-11-20,3,908.82,770,2,1,1,211,At Risk
KB-16585,Ken Black,2016-04-30,12,2744.74,974,2,4,3,243,Others
KB-16600,Ken Brennan,2015-12-30,7,983.92,1096,1,3,1,131,Others
KC-16255,Karen Carlisle,2016-12-31,6,2120.95,729,2,3,2,232,Others
KC-16540,Kelly Collister,2018-09-24,4,3908.26,97,4,1,4,414,Loyal
KC-16675,Kimberly Carter,2017-05-28,4,1146.05,581,2,1,2,212,At Risk
KD-16270,Karen Daniels,2016-12-12,5,8282.36,748,2,2,4,224,Others
KD-16345,Katherine Ducich,2016-12-20,6,1888.96,740,2,3,2,232,Others
KD-16495,Keith Dawkins,2017-12-30,12,8181.26,365,3,4,4,344,Champions
KD-16615,Ken Dana,2017-04-30,4,907.16,609,2,1,1,211,At Risk
KE-16420,Katrina Edelman,2017-09-25,7,1453.28,461,3,3,2,332,Others
KF-16285,Karen Ferguson,2015-09-26,7,10604.27,1191,1,3,4,134,Others
KH-16330,Katharine Harms,2017-06-27,8,3312.86,551,2,4,3,243,Others
KH-16360,Katherine Hughes,2017-07-30,6,3100.61,518,3,3,3,333,Others
KH-16510,Keith Herrera,2018-10-28,6,5229.7,63,4,3,4,434,Champions
KH-16630,Ken Heidel,2017-07-25,9,3918.97,523,3,4,4,344,Champions
KH-16690,Kristen Hastings,2018-12-28,7,5990.8,2,4,3,4,434,Champions
KL-16555,Kelly Lampkin,2017-12-31,8,5016.49,364,3,4,4,344,Champions
KL-16645,Ken Lonsdale,2017-07-31,12,14175.23,517,3,4,4,344,Champions
KM-16225,Kalyca Meade,2018-12-16,6,2260.96,14,4,3,3,433,Others
KM-16375,Katherine Murray,2015-12-31,8,5620.19,1095,1,4,4,144,Others
KM-16660,Khloe Miller,2017-07-28,5,453.54,520,3,2,1,321,Potential
KM-16720,Kunst Miller,2015-03-30,8,4909.47,1371,1,4,4,144,Others
KN-16390,Katherine Nockton,2016-08-21,8,2224.09,861,2,4,3,243,Others
KN-16450,Kean Nguyen,2016-12-27,5,2171.96,733,2,2,2,222,At Risk
KN-16705,Kristina Nunn,2018-08-28,7,2003.01,124,4,3,2,432,Others
KS-16300,Karen Seio,2016-03-15,3,88.47,1020,1,1,1,111,Others
KT-16465,Kean Takahito,2015-09-26,7,3057.1,1191,1,3,3,133,Others
KT-16480,Kean Thornton,2016-10-31,10,4642.09,790,2,4,4,244,Others
KW-16435,Katrina Willman,2018-07-31,5,4416.52,152,4,2,4,424,Loyal
KW-16570,Kelly Williams,2015-09-30,4,449.1,1187,1,1,1,111,Others
LA-16780,Laura Armstrong,2018-07-29,11,8673.22,154,4,4,4,444,Champions
LB-16735,Larry Blacks,2018-04-26,3,50.19,248,3,1,1,311,Potential
LB-16795,Laurel Beltran,2018-07-31,8,4985.68,152,4,4,4,444,Champions
LC-16870,Lena Cacioppo,2017-02-28,8,2580.7,670,2,4,3,243,Others
LC-16885,Lena Creighton,2016-11-28,12,7663.13,762,2,4,4,244,Others
LC-16930,Linda Cazamias,2017-08-26,8,4492.95,491,3,4,4,344,Champions
LC-16960,Lindsay Castell,2016-02-23,4,3246.63,1041,1,1,3,113,Others
LC-17050,Liz Carlisle,2015-01-31,5,2095.06,1429,1,2,2,122,Others
LC-17140,Logan Currie,2017-06-25,9,2633.58,553,2,4,3,243,Others
LD-16855,Lela Donovan,2017-06-26,1,5.3,552,2,1,1,211,At Risk
LD-17005,Lisa DeCherney,2015-09-29,4,1961.93,1188,1,1,2,112,Others
LE-16810,Laurel Elliston,2015-05-27,6,1469.45,1313,1,3,2,132,Others
LF-17185,Luke Foster,2015-07-26,7,3930.51,1253,1,3,4,134,Others
LH-16750,Larry Hughes,2018-04-25,3,287.43,249,3,1,1,311,Potential
LH-16900,Lena Hernandez,2016-12-25,9,2295.33,735,2,4,3,243,Others
LH-17020,Lisa Hazard,2015-09-08,4,318.24,1209,1,1,1,111,Others
LH-17155,Logan Haushalter,2017-10-29,9,1739.69,427,3,4,2,342,Loyal
LL-16840,Lauren Leatherbury,2015-04-29,5,2454.55,1341,1,2,3,123,Others
LM-17065,Liz MacKendrick,2015-06-27,5,1346.77,1282,1,2,2,122,Others
LO-17170,Lori Olson,2018-12-28,5,644.35,2,4,2,1,421,Others
LP-17080,Liz Pelletier,2015-06-24,4,756.61,1285,1,1,1,111,Others
LP-17095,Liz Preis,2018-01-30,6,3104.44,334,3,3,3,333,Others
LR-16915,Lena Radford,2016-11-30,6,5142.89,760,2,3,4,234,Others
LR-17035,Lisa Ryan,2017-09-26,5,1879.31,460,3,2,2,322,Potential
LS-16945,Linda Southworth,2017-09-29,6,2845.27,457,3,3,3,333,Others
LS-16975,Lindsay Shagiari,2017-07-30,9,2988.67,518,3,4,3,343,Others
LS-17200,Luke Schmidt,2018-07-31,6,1010.26,152,4,3,1,431,Others
LS-17230,Lycoris Saunders,2016-06-16,3,368.88,927,2,1,1,211,At Risk
LS-17245,Lynn Smith,2017-05-27,6,1008.14,582,2,3,1,231,Others
LT-16765,Larry Tron,2016-05-12,3,329.88,962,2,1,1,211,At Risk
LT-17110,Liz Thompson,2018-11-26,8,2936.25,34,4,4,3,443,Champions
LW-16825,Laurel Workman,2015-05-30,5,2238.06,1310,1,2,3,123,Others
LW-16990,Lindsay Williams,2018-11-27,6,3230.31,33,4,3,3,433,Others
LW-17125,Liz Willingham,2015-09-11,3,1259.04,1206,1,1,2,112,Others
LW-17215,Luke Weiss,2017-09-17,7,5420.51,469,3,3,4,334,Others
MA-17560,Matt Abelman,2016-11-27,11,4299.16,763,2,4,4,244,Others
MA-17995,Michelle Arnett,2016-11-28,6,2453.28,762,2,3,3,233,Others
MB-17305,Maria Bertelson,2016-12-25,10,1548.7,735,2,4,2,242,Others
MB-18085,Mick Brown,2018-04-25,7,1428.23,249,3,3,2,332,Others
MC-17275,Marc Crier,2016-09-24,8,2725.98,827,2,4,3,243,Others
MC-17425,Mark Cousins,2015-05-30,5,4432.14,1310,1,2,4,124,Others
MC-17575,Matt Collins,2017-12-20,8,1303.89,375,3,4,2,342,Loyal
MC-17590,Matt Collister,2015-11-25,6,2426.07,1131,1,3,3,133,Others
MC-17605,Matt Connell,2018-04-28,8,2258.19,246,3,4,3,343,Others
MC-17635,Matthew Clasen,2015-11-28,4,795.15,1128,1,1,1,111,Others
MC-17845,Michael Chen,2018-12-29,7,3805.71,1,4,3,4,434,Champions
MC-18100,Mick Crebagga,2018-10-30,10,2218.98,61,4,4,3,443,Champions
MC-18130,Mike Caudle,2017-12-26,5,1582.0,369,3,2,2,322,Potential
MD-17350,Maribeth Dona,2016-12-27,6,2716.41,733,2,3,3,233,Others
MD-17860,Michael Dominguez,2018-08-29,5,1204.91,123,4,2,2,422,Others
ME-17320,Maria Etezadi,2018-03-30,10,10663.73,275,3,4,4,344,Champions
ME-17725,Max Engle,2018-11-30,8,1908.45,30,4,4,2,442,Loyal
ME-18010,Michelle Ellison,2018-09-29,4,1256.94,92,4,1,2,412,Others
MF-17665,Maureen Fritzler,2015-12-30,5,937.04,1096,1,2,1,121,Others
MF-18250,Monica Federle,2018-12-23,5,1758.3,7,4,2,2,422,Others
MG-17650,Matthew Grinstein,2018-08-28,7,3785.28,124,4,3,4,434,Champions
MG-17680,Maureen Gastineau,2018-09-29,4,2350.19,92,4,1,3,413,Others
MG-17695,Maureen Gnade,2015-12-26,3,1342.28,1100,1,1,2,112,Others
MG-17875,Michael Grace,2015-02-23,5,1242.83,1406,1,2,2,122,Others
MG-17890,Michael Granlund,2018-08-31,9,776.38,121,4,4,1,441,Loyal
MG-18145,Mike Gockenbach,2015-03-29,4,3061.54,1372,1,1,3,113,Others
MG-18205,Mitch Gastineau,2018-04-10,1,16.74,264,3,1,1,311,Potential
MH-17290,Marc Harrigan,2017-12-29,5,1691.51,366,3,2,2,322,Potential
MH-17440,Mark Haberlin,2017-12-19,4,400.02,376,3,1,1,311,Potential
MH-17455,Mark Hamilton,2017-11-25,7,2146.69,400,3,3,2,332,Others
MH-17620,Matt Hagelstein,2018-07-28,4,1252.8,155,4,1,2,412,Others
MH-17785,Maya Herman,2015-09-30,7,2203.78,1187,1,3,2,132,Others
MH-18025,Michelle Huthwaite,2016-07-25,5,2984.95,888,2,2,3,223,Others
MH-18115,Mick Hernandez,2018-04-30,9,5503.09,244,4,4,4,444,Champions
MJ-17740,Max Jones,2017-06-24,7,6320.75,554,2,3,4,234,Others
MK-17905,Michael Kennedy,2017-09-24,8,2302.37,462,3,4,3,343,Others
MK-18160,Mike Kennedy,2015-12-19,4,1031.6,1107,1,1,1,111,Others
ML-17395,Marina Lichtenstein,2015-05-26,9,2722.84,1314,1,4,3,143,Others
ML-17410,Maris LaWare,2018-05-29,5,2885.26,215,4,2,3,423,Others
ML-17755,Max Ludwig,2018-11-30,7,2071.91,30,4,3,2,432,Others
ML-18040,Michelle Lonsdale,2018-03-26,3,742.08,279,3,1,1,311,Potential
ML-18265,Muhammed Lee,2016-05-31,2,162.23,943,2,1,1,211,At Risk
MM-17260,Magdelene Morse,2015-05-28,4,1314.02,1312,1,1,2,112,Others
MM-17920,Michael Moore,2018-01-30,10,3640.26,334,3,4,3,343,Others
MM-18055,Michelle Moray,2018-10-30,8,2749.88,61,4,4,3,443,Champions
MM-18280,Muhammed MacIntyre,2017-09-28,9,775.41,458,3,4,1,341,Loyal
MN-17935,Michael Nguyen,2018-11-26,6,2477.95,34,4,3,3,433,Others
MO-17500,Mary O'Rourke,2015-11-28,4,922.49,1128,1,1,1,111,Others
MO-17800,Meg O'Connel,2017-08-29,8,1687.03,488,3,4,2,342,Loyal
MO-17950,Michael Oakman,2018-07-03,2,154.29,180,4,1,1,411,Others
MP-17470,Mark Packer,2015-03-30,6,2945.82,1371,1,3,3,133,Others
MP-17965,Michael Paige,2017-12-29,9,3983.64,366,3,4,4,344,Champions
MP-18175,Mike Pelletier,2015-11-25,8,4757.33,1131,1,4,4,144,Others
MR-17545,Mathew Reese,2018-08-27,4,639.18,125,4,1,1,411,Others
MS-17365,Maribeth Schnelling,2017-11-26,10,7443.69,399,3,4,4,344,Champions
MS-17530,MaryBeth Skach,2017-10-22,4,475.66,434,3,1,1,311,Potential
MS-17710,Maurice Satty,2017-05-26,6,1613.4,583,2,3,2,232,Others
MS-17770,Maxwell Schwartz,2018-08-31,9,3144.68,121,4,4,3,443,Champions
MS-17830,Melanie Seite,2016-07-23,4,370.35,890,2,1,1,211,At Risk
MS-17980,Michael Stewart,2015-06-30,6,855.12,1279,1,3,1,131,Others
MT-17815,Meg Tillman,2017-12-27,6,2890.14,368,3,3,3,333,Others
MT-18070,Michelle Tran,2015-09-25,4,1319.45,1192,1,1,2,112,Others
MV-17485,Mark Van Huff,2016-03-27,9,1560.05,1008,1,4,2,142,Others
MV-18190,Mike Vittorini,2015-01-30,7,1734.57,1430,1,3,2,132,Others
MW-18220,Mitch Webber,2017-12-27,7,5341.9,368,3,3,4,334,Others
MW-18235,Mitch Willingham,2015-05-21,2,5253.88,1319,1,1,4,114,Others
MY-17380,Maribeth Yedwab,2017-05-30,7,2254.29,579,2,3,3,233,Others
MY-18295,Muhammed Yedwab,2015-04-28,10,3601.88,1342,1,4,3,143,Others
MZ-17335,Maria Zettner,2018-11-30,4,593.61,30,4,1,1,411,Others
MZ-17515,Mary Zewe,2016-10-31,6,2564.91,790,2,3,3,233,Others
NB-18580,Nicole Brennan,2015-09-26,2,273.87,1191,1,1,1,111,Others
NB-18655,Nona Balk,2016-10-29,9,1972.6,792,2,4,2,242,Others
NC-18340,Nat Carroll,2015-03-30,5,2461.4,1371,1,2,3,123,Others
NC-18415,Nathan Cano,2015-12-27,6,2218.99,1099,1,3,3,133,Others
NC-18535,Nick Crebassa,2017-11-29,7,8241.74,396,3,3,4,334,Others
NC-18625,Noah Childs,2015-10-29,5,1821.74,1158,1,2,2,122,Others
ND-18370,Natalie DeCherney,2018-10-21,9,4326.14,70,4,4,4,444,Champions
ND-18460,Neil Ducich,2018-06-30,6,2893.46,183,4,3,3,433,Others
NF-18385,Natalie Fritzler,2017-09-26,6,8080.47,460,3,3,4,334,Others
NF-18475,Neil Französisch,2016-06-29,4,377.16,914,2,1,1,211,At Risk
NF-18595,Nicole Fjeld,2015-04-19,7,2031.47,1351,1,3,2,132,Others
NG-18355,Nat Gilpin,2015-11-24,5,1869.58,1132,1,2,2,122,Others
NG-18430,Nathan Gelder,2015-11-24,5,1395.94,1132,1,2,2,122,Others
NH-18610,Nicole Hansen,2017-09-25,6,2518.67,461,3,3,3,333,Others
NK-18490,Neil Knudson,2016-05-28,7,572.05,946,2,3,1,231,Others
NL-18310,Nancy Lomonaco,2015-10-31,4,1418.09,1156,1,1,2,112,Others
NM-18445,Nathan Mautz,2016-05-25,7,6459.34,949,2,3,4,234,Others
NM-18520,Neoma Murray,2017-05-31,10,2161.98,578,2,4,2,242,Others
NP-18325,Naresj Patel,2015-07-22,6,5529.62,1257,1,3,4,134,Others
NP-18670,Nora Paige,2016-02-27,5,3908.4,1037,1,2,4,124,Others
NP-18685,Nora Pelletier,2016-05-25,5,1164.73,949,2,2,2,222,At Risk
NP-18700,Nora Preis,2018-06-26,7,7903.18,187,4,3,4,434,Champions
NR-18550,Nick Radford,2017-10-17,5,2367.28,439,3,2,3,323,Others
NS-18505,Neola Schneider,2018-12-24,4,2575.86,6,4,1,3,413,Others
NS-18640,Noel Staavos,2015-06-25,12,2857.75,1284,1,4,3,143,Others
NW-18400,Natalie Webber,2015-11-26,7,7234.01,1130,1,3,4,134,Others
NZ-18565,Nick Zandusky,2018-04-30,9,2488.31,244,4,4,3,443,Champions
ON-18715,Odella Nelson,2016-09-24,9,1567.52,827,2,4,2,242,Others
OT-18730,Olvera Toch,2017-07-28,5,3818.62,520,3,2,4,324,Others
PA-19060,Pete Armstrong,2017-10-27,6,729.41,429,3,3,1,331,Others
PB-18805,Patrick Bzostek,2016-11-20,3,740.36,770,2,1,1,211,At Risk
PB-19105,Peter Bühler,2018-09-22,4,688.32,99,4,1,1,411,Others
PB-19150,Philip Brown,2015-11-30,8,1456.95,1126,1,4,2,142,Others
PB-19210,Phillip Breyer,2015-11-23,2,132.74,1133,1,1,1,111,Others
PC-18745,Pamela Coakley,2015-12-31,4,1832.06,1095,1,1,2,112,Others
PC-19000,Pauline Chand,2015-04-08,2,1061.49,1362,1,1,1,111,Others
PF-19120,Peter Fuller,2016-09-17,4,9062.86,834,2,1,4,214,Others
PF-19165,Philip Fox,2017-06-30,6,2770.0,548,2,3,3,233,Others
PF-19225,Phillip Flathmann,2017-12-29,5,2206.13,366,3,2,2,322,Potential
PG-18820,Patrick Gardner,2018-09-29,13,3086.91,92,4,4,3,443,Champions
PG-18895,Paul Gonzalez,2018-10-26,9,1987.16,65,4,4,2,442,Loyal
PH-18790,Patricia Hirasaki,2018-10-21,1,729.65,70,4,1,1,411,Others
PJ-18835,Patrick Jones,2015-05-28,8,1220.09,1312,1,4,2,142,Others
PJ-19015,Pauline Johnson,2017-07-20,6,1677.54,528,2,3,2,232,Others
PK-18910,Paul Knutson,2015-04-04,2,1441.15,1366,1,1,2,112,Others
PK-19075,Pete Kriz,2017-09-24,12,8646.93,462,3,4,4,344,Champions
PL-18925,Paul Lucas,2018-06-22,5,239.48,191,4,2,1,421,Others
PM-18940,Paul MacIntyre,2016-01-19,3,1405.4,1076,1,1,2,112,Others
PM-19135,Peter McVee,2017-10-22,4,4115.66,434,3,1,4,314,Others
PN-18775,Parhena Norris,2018-11-30,8,1467.15,30,4,4,2,442,Loyal
PO-18850,Patrick O'Brill,2017-08-30,11,7473.83,487,3,4,4,344,Champions
PO-18865,Patrick O'Donnell,2018-12-30,7,2493.21,0,4,3,3,433,Others
PO-19180,Philisse Overcash,2018-04-26,9,4893.04,248,3,4,4,344,Champions
PO-19195,Phillina Ober,2016-11-29,5,1056.86,761,2,2,1,221,At Risk
PP-18955,Paul Prost,2015-09-29,10,7252.61,1188,1,4,4,144,Others
PR-18880,Patrick Ryan,2018-11-24,5,1840.18,36,4,2,2,422,Others
PS-18760,Pamela Stobb,2017-09-29,6,2181.48,457,3,3,2,332,Others
PS-18970,Paul Stevenson,2016-11-30,8,1278.64,760,2,4,2,242,Others
PS-19045,Penelope Sewall,2016-02-22,7,6843.63,1042,1,3,4,134,Others
PT-19090,Pete Takahito,2018-10-20,3,158.46,71,4,1,1,411,Others
PV-18985,Paul Van Hugh,2017-02-22,5,2876.05,676,2,2,3,223,Others
PW-19030,Pauline Webber,2018-06-27,10,3454.92,186,4,4,3,443,Champions
PW-19240,Pierre Wener,2017-07-29,7,3922.42,519,3,3,4,334,Others
QJ-19255,Quincy Jones,2018-04-30,9,6108.34,244,4,4,4,444,Champions
RA-19285,Ralph Arnett,2018-06-30,9,2617.91,183,4,4,3,443,Champions
RA-19885,Ruben Ausman,2018-09-26,6,3546.22,95,4,3,3,433,Others
RA-19915,Russell Applegate,2015-09-30,9,4793.54,1187,1,4,4,144,Others
RA-19945,Ryan Akin,2018-10-30,5,1686.92,61,4,2,2,422,Others
RB-19330,Randy Bradley,2018-10-23,2,1008.2,68,4,1,1,411,Others
RB-19360,Raymond Buch,2017-05-29,6,15117.34,580,2,3,4,234,Others
RB-19435,Richard Bierner,2016-03-29,7,1864.16,1006,1,3,2,132,Others
RB-19465,Rick Bensley,2017-08-29,12,4715.47,488,3,4,4,344,Champions
RB-19570,Rob Beeghly,2017-04-28,5,528.55,611,2,2,1,221,At Risk
RB-19645,Robert Barroso,2015-08-24,5,221.08,1224,1,2,1,121,Others
RB-19705,Roger Barcio,2016-12-26,4,2067.45,734,2,1,2,212,At Risk
RB-19795,Ross Baird,2018-11-28,8,5633.32,32,4,4,4,444,Champions
RC-19825,Roy Collins,2017-12-26,6,966.41,369,3,3,1,331,Others
RC-19960,Ryan Crowe,2015-08-25,4,652.64,1223,1,1,1,111,Others
RD-19480,Rick Duston,2016-06-23,8,4272.93,920,2,4,4,244,Others
RD-19585,Rob Dowd,2018-01-29,9,2832.9,335,3,4,3,343,Others
RD-19660,Robert Dilbeck,2016-10-24,4,2745.89,797,2,1,3,213,Others
RD-19720,Roger Demir,2018-03-29,10,1419.74,276,3,4,2,342,Loyal
RD-19810,Ross DeVincentis,2018-10-30,8,1137.62,61,4,4,2,442,Loyal
RD-19900,Ruben Dartt,2016-05-26,9,3133.92,948,2,4,3,243,Others
RD-19930,Russell D'Ascenzo,2016-07-25,4,970.94,888,2,1,1,211,At Risk
RE-19405,Ricardo Emerson,2015-12-29,1,48.36,1097,1,1,1,111,Others
RE-19450,Richard Eichhorn,2016-12-27,4,666.52,733,2,1,1,211,At Risk
RF-19345,Randy Ferguson,2015-11-30,8,3309.15,1126,1,4,3,143,Others
RF-19735,Roland Fjeld,2018-07-29,7,2341.3,154,4,3,3,433,Others
RF-19840,Roy Französisch,2018-12-24,7,938.86,6,4,3,1,431,Others
RH-19495,Rick Hansen,2016-07-31,5,3621.38,882,2,2,3,223,Others
RH-19510,Rick Huthwaite,2016-08-31,6,6979.18,851,2,3,4,234,Others
RH-19555,Ritsa Hightower,2017-07-29,2,740.38,519,3,1,1,311,Potential
RH-19600,Rob Haberlin,2017-07-14,3,2085.74,534,2,1,2,212,At Risk
RK-19300,Ralph Kennedy,2016-07-20,3,1460.19,893,2,1,2,212,At Risk
RL-19615,Rob Lucas,2018-08-31,8,6234.91,121,4,4,4,444,Champions
RM-19375,Raymond Messe,2016-11-30,6,1453.47,760,2,3,2,232,Others
RM-19675,Robert Marley,2018-12-24,5,5979.1,6,4,2,4,424,Loyal
RM-19750,Roland Murray,2018-03-06,1,98.35,299,3,1,1,311,Potential
RO-19780,Rose O'Brian,2018-11-25,7,3815.48,35,4,3,4,434,Champions
RP-19270,Rachel Payne,2017-08-21,4,954.65,496,3,1,1,311,Potential
RP-19390,Resi Pölking,2015-12-27,12,5153.08,1099,1,4,4,144,Others
RP-19855,Roy Phan,2016-09-28,7,2055.36,823,2,3,2,232,Others
RR-19315,Ralph Ritter,2017-11-14,2,615.93,411,3,1,1,311,Potential
RR-19525,Rick Reed,2017-02-28,6,3302.26,670,2,3,3,233,Others
RS-19420,Ricardo Sperren,2018-10-15,5,3221.29,76,4,2,3,423,Others
RS-19765,Roland Schwarz,2018-11-24,8,4159.77,36,4,4,4,444,Champions
RS-19870,Roy Skaria,2018-12-11,2,22.33,19,4,1,1,411,Others
RW-19540,Rick Wilson,2018-08-29,7,7397.4,123,4,3,4,434,Champions
RW-19630,Rob Williams,2015-12-31,9,3279.75,1095,1,4,3,143,Others
